FechaSalida,AnioSalida,MesSalida,DiaSalida,NumeroVuelo,AeropuertoSalida,AeropuertoLlegada,Ruta,TiempoVuelo,FuelTotal,Pasajeros,Maletas,PesoMaletas,PesoTotalTARGET
03/10/2016,2016,10,3,8689,VXO,NRN,VXO-NRN,73,3160,177,26,340,63562
03/10/2016,2016,10,3,8736,STN,MXP,STN-MXP,86,3900,162,21,270,63109
03/10/2016,2016,10,3,8839,TFS,BGY,TFS-BGY,236,9784,177,67,870,70909
03/10/2016,2016,10,3,8844,BGY,WRO,BGY-WRO,85,3700,178,52,680,64596
03/10/2016,2016,10,3,8846,BGY,RAK,BGY-RAK,179,7497,158,84,1090,67281
03/10/2016,2016,10,3,8975,ALC,STN,ALC-STN,165,7180,175,54,700,67662
03/10/2016,2016,10,3,9027,BTS,GRO,BTS-GRO,122,5020,164,19,250,64578
03/10/2016,2016,10,3,9043,MST,ALC,MST-ALC,131,5580,162,45,643,65866
03/10/2016,2016,10,3,9044,STN,BCN,STN-BCN,108,4576,157,46,600,63816
03/10/2016,2016,10,3,9073,MAN,ALC,MAN-ALC,141,5782,147,52,680,64161
03/10/2016,2016,10,3,9143,FAO,STN,FAO-STN,147,6449,178,78,1010,67571
03/10/2016,2016,10,3,9176,IBZ,DUB,IBZ-DUB,154,6358,175,53,690,67825
03/10/2016,2016,10,3,9203,OPO,LPL,OPO-LPL,115,5030,180,44,580,65539
03/10/2016,2016,10,3,9212,FKB,GRO,FKB-GRO,82,3388,177,86,1120,64886
03/10/2016,2016,10,3,9254,IBZ,STN,IBZ-STN,133,5877,179,81,1050,67263
03/10/2016,2016,10,3,9428,DUB,BGY,DUB-BGY,114,5000,167,48,624,64796
03/10/2016,2016,10,3,9524,STN,LUZ,STN-LUZ,127,5470,165,17,220,65775
03/10/2016,2016,10,3,9585,PMO,PSA,PMO-PSA,63,2970,179,21,270,65376
03/10/2016,2016,10,3,9592,LPL,PMI,LPL-PMI,124,5360,177,132,1720,66011
03/10/2016,2016,10,3,9618,LPL,TRF,LPL-TRF,91,4120,183,95,1240,67498
03/10/2016,2016,10,3,9627,PSA,LPL,PSA-LPL,138,5570,175,72,940,66084
03/10/2016,2016,10,3,9674,MAD,CIA,MAD-CIA,116,5025,174,33,430,65322
03/10/2016,2016,10,3,9677,CIA,VLC,CIA-VLC,105,4435,169,27,350,64270
03/10/2016,2016,10,3,9716,KRK,NYO,KRK-NYO,89,3691,184,74,960,64850
03/10/2016,2016,10,3,9772,STN,FKB,STN-FKB,61,2870,186,30,290,64505
03/10/2016,2016,10,3,9779,BDS,PSA,BDS-PSA,72,3290,176,18,230,63725
03/10/2016,2016,10,3,9810,STN,BCN,STN-BCN,105,4140,167,52,680,64578
03/10/2016,2016,10,3,9814,STN,BCN,STN-BCN,111,4380,150,13,170,62945
03/10/2016,2016,10,3,9871,ALC,KRK,ALC-KRK,166,6950,187,54,700,68823
03/10/2016,2016,10,3,9972,OPO,CGN,OPO-CGN,135,5930,182,73,950,67934
03/10/2016,2016,10,3,9973,CGN,OPO,CGN-OPO,141,6310,175,66,860,67190
03/10/2016,2016,10,3,9975,SKG,BLQ,SKG-BLQ,106,4480,162,34,440,63544
03/10/2016,2016,10,3,9982,BLQ,AHO,BLQ-AHO,53,2480,168,34,440,62546
03/10/2016,2016,10,3,9994,PSA,PMO,PSA-PMO,58,2612,171,15,200,62528
04/10/2016,2016,10,4,17,SKG,ATH,SKG-ATH,46,1890,129,6,80,58918
04/10/2016,2016,10,4,24,GRO,CTA,GRO-CTA,96,3286,(null),(null),(null),48615
04/10/2016,2016,10,4,28,ATH,SKG,ATH-SKG,42,2123,156,5,60,62401
04/10/2016,2016,10,4,29,BVA,DUB,BVA-DUB,74,3166,160,30,390,62818
04/10/2016,2016,10,4,52,STN,NYO,STN-NYO,122,4930,129,51,660,64523
04/10/2016,2016,10,4,139,VLC,SXF,VLC-SXF,155,6958,181,44,570,68569
04/10/2016,2016,10,4,151,GLA,SXF,GLA-SXF,108,4890,142,40,520,68206
04/10/2016,2016,10,4,181,SXF,CGN,SXF-CGN,53,2222,143,5,70,60279
04/10/2016,2016,10,4,203,STN,DUB,STN-DUB,59,2590,84,11,140,55544
04/10/2016,2016,10,4,205,STN,DUB,STN-DUB,55,2600,136,20,260,60152
04/10/2016,2016,10,4,297,STN,DUB,STN-DUB,55,2510,117,17,220,58465
04/10/2016,2016,10,4,310,TSR,CRL,TSR-CRL,123,5060,167,29,400,64650
04/10/2016,2016,10,4,442,DUB,LPL,DUB-LPL,31,1460,130,14,182,57939
04/10/2016,2016,10,4,446,DUB,LPL,DUB-LPL,26,1290,62,6,78,51572
04/10/2016,2016,10,4,449,LPL,DUB,LPL-DUB,39,1592,28,1,10,49322
04/10/2016,2016,10,4,506,DUB,BRS,DUB-BRS,44,2130,167,64,832,64687
04/10/2016,2016,10,4,535,EMA,DUB,EMA-DUB,44,2010,133,12,160,59354
04/10/2016,2016,10,4,586,STN,PSA,STN-PSA,107,4940,154,44,670,66573
04/10/2016,2016,10,4,632,DUB,CPH,DUB-CPH,113,4900,164,48,624,64560
04/10/2016,2016,10,4,655,PIK,AGP,PIK-AGP,182,7840,186,111,960,69512
04/10/2016,2016,10,4,670,DUB,BHX,DUB-BHX,39,1960,172,54,702,62492
04/10/2016,2016,10,4,805,STN,NOC,STN-NOC,65,2530,66,19,250,54166
04/10/2016,2016,10,4,813,EDI,DUB,EDI-DUB,50,2250,157,36,470,61712
04/10/2016,2016,10,4,842,LTN,KIR,LTN-KIR,52,2600,133,42,550,61585
04/10/2016,2016,10,4,901,STN,ORK,STN-ORK,60,2710,75,14,180,57141
04/10/2016,2016,10,4,965,GOT,STN,GOT-STN,92,3640,110,16,210,57848
04/10/2016,2016,10,4,982,STN,PSR,STN-PSR,121,5560,146,39,510,65612
04/10/2016,2016,10,4,1021,STN,WMI,STN-WMI,122,5270,162,18,230,64197
04/10/2016,2016,10,4,1024,BUD,DUB,BUD-DUB,154,6800,182,62,800,68496
04/10/2016,2016,10,4,1040,ATH,JTR,ATH-JTR,32,1520,174,72,940,62056
04/10/2016,2016,10,4,1083,LIS,BVA,LIS-BVA,143,6070,176,27,350,67644
04/10/2016,2016,10,4,1087,BLQ,CTA,BLQ-CTA,68,3200,186,11,140,64161
04/10/2016,2016,10,4,1112,ATH,SKG,ATH-SKG,46,2140,166,7,90,61549
04/10/2016,2016,10,4,1142,SXF,LIS,SXF-LIS,199,8490,177,58,750,69820
04/10/2016,2016,10,4,1143,LIS,SXF,LIS-SXF,181,7955,178,(null),(null),69857
04/10/2016,2016,10,4,1245,RHO,ATH,RHO-ATH,43,2150,171,27,350,62564
04/10/2016,2016,10,4,1272,LGW,BFS,LGW-BFS,58,2734,146,44,570,60097
04/10/2016,2016,10,4,1273,BFS,LGW,BFS-LGW,64,2690,126,(null),(null),58501
04/10/2016,2016,10,4,1274,LGW,BFS,LGW-BFS,60,2550,133,(null),(null),58828
04/10/2016,2016,10,4,1442,DUB,LPL,DUB-LPL,28,1300,92,13,169,53259
04/10/2016,2016,10,4,1503,LBA,GDN,LBA-GDN,121,5190,138,(null),(null),63326
04/10/2016,2016,10,4,1570,SXF,VNO,SXF-VNO,74,3090,152,56,730,61458
04/10/2016,2016,10,4,1571,VNO,SXF,VNO-SXF,89,3540,163,(null),27,62728
04/10/2016,2016,10,4,1637,PSA,NYO,PSA-NYO,158,7150,170,70,910,68315
04/10/2016,2016,10,4,1652,EMA,DNR,EMA-DNR,52,2230,102,16,210,58719
04/10/2016,2016,10,4,1703,BGY,EMA,BGY-EMA,109,4565,175,67,870,65013
04/10/2016,2016,10,4,1789,DTM,STN,DTM-STN,58,2480,155,38,500,60805
04/10/2016,2016,10,4,1796,DUB,TLL,DUB-TLL,170,7247,168,71,923,66682
04/10/2016,2016,10,4,1928,CRL,AGP,CRL-AGP,143,6110,173,106,930,67009
04/10/2016,2016,10,4,1957,FAO,EMA,FAO-EMA,146,6406,186,80,1040,67444
04/10/2016,2016,10,4,1959,NCE,DUB,NCE-DUB,129,5755,174,(null),(null),66718
04/10/2016,2016,10,4,1983,BIQ,DUB,BIQ-DUB,110,4939,176,79,1020,66102
04/10/2016,2016,10,4,2014,PRG,STN,PRG-STN,89,3759,131,23,299,61186
04/10/2016,2016,10,4,2048,LBA,ACE,LBA-ACE,247,10272,139,60,780,68079
04/10/2016,2016,10,4,2093,OPO,LIS,OPO-LIS,41,1810,151,5,60,60152
04/10/2016,2016,10,4,2101,CRL,OTP,CRL-OTP,146,6050,164,69,620,64650
04/10/2016,2016,10,4,2145,KUN,LTN,KUN-LTN,140,5830,160,15,200,64451
04/10/2016,2016,10,4,2153,ALC,BHX,ALC-BHX,140,5520,182,53,690,66410
04/10/2016,2016,10,4,2154,BHX,MJV,BHX-MJV,152,6620,158,(null),(null),66845
04/10/2016,2016,10,4,2157,AGP,BHX,AGP-BHX,150,6570,184,84,1090,68043
04/10/2016,2016,10,4,2163,PMI,BHX,PMI-BHX,131,5770,182,57,740,66755
04/10/2016,2016,10,4,2308,FMM,SNN,FMM-SNN,130,5360,127,54,700,61984
04/10/2016,2016,10,4,2368,STN,OSR,STN-OSR,118,5050,175,35,460,66809
04/10/2016,2016,10,4,2404,STN,FMM,STN-FMM,135,5820,139,30,390,62891
04/10/2016,2016,10,4,2463,BZG,STN,BZG-STN,102,4322,167,(null),(null),64088
04/10/2016,2016,10,4,2477,CHQ,LBA,CHQ-LBA,240,10698,181,102,1329,72088
04/10/2016,2016,10,4,2513,MAD,OTP,MAD-OTP,186,8160,178,57,740,69548
04/10/2016,2016,10,4,2599,SXF,RIX,SXF-RIX,85,3530,157,31,410,61929
04/10/2016,2016,10,4,2645,RIX,STN,RIX-STN,129,5469,163,36,470,63943
04/10/2016,2016,10,4,2672,STN,CIA,STN-CIA,117,4660,111,12,160,59372
04/10/2016,2016,10,4,2676,BLQ,CPH,BLQ-CPH,113,4540,137,37,481,61748
04/10/2016,2016,10,4,2711,BHX,IBZ,BHX-IBZ,135,5570,139,83,1080,63997
04/10/2016,2016,10,4,2814,STN,CGN,STN-CGN,57,2530,168,17,220,62873
04/10/2016,2016,10,4,2822,CHQ,MAN,CHQ-MAN,241,10698,185,109,1440,72741
04/10/2016,2016,10,4,2872,BGY,VNO,BGY-VNO,132,5720,170,31,400,65993
04/10/2016,2016,10,4,2907,BRE,DUB,BRE-DUB,90,3810,179,88,1140,65340
04/10/2016,2016,10,4,2913,MAD,TFS,MAD-TFS,159,6826,183,46,600,67644
04/10/2016,2016,10,4,2928,BRU,OPO,BRU-OPO,129,5720,153,28,350,64106
04/10/2016,2016,10,4,2935,BRU,TSF,BRU-TSF,74,3300,109,21,277,60660
04/10/2016,2016,10,4,2992,BGY,CPH,BGY-CPH,107,4390,136,17,230,61095
04/10/2016,2016,10,4,3002,STN,CIA,STN-CIA,117,5319,158,35,460,64342
04/10/2016,2016,10,4,3009,AGP,MAN,AGP-MAN,153,6889,181,52,680,68460
04/10/2016,2016,10,4,3014,STN,CIA,STN-CIA,121,5190,129,22,290,62220
04/10/2016,2016,10,4,3015,CIA,STN,CIA-STN,150,6570,179,45,590,66918
04/10/2016,2016,10,4,3031,FCO,CRV,FCO-CRV,46,2370,140,4,50,59227
04/10/2016,2016,10,4,3032,CRV,FCO,CRV-FCO,52,2340,153,12,150,59916
04/10/2016,2016,10,4,3205,CIA,MAN,CIA-MAN,157,7007,185,58,750,68079
04/10/2016,2016,10,4,3256,LTN,FNI,LTN-FNI,91,3500,44,10,130,54837
04/10/2016,2016,10,4,3453,MJV,LTN,MJV-LTN,133,5360,180,37,480,65104
04/10/2016,2016,10,4,3467,VNO,LTN,VNO-LTN,150,5828,163,28,370,64687
04/10/2016,2016,10,4,3653,GRO,BRE,GRO-BRE,124,5265,175,59,770,66120
04/10/2016,2016,10,4,3698,BVA,KRK,BVA-KRK,109,4760,166,26,340,64868
04/10/2016,2016,10,4,3775,MLA,BRS,MLA-BRS,196,8812,179,105,1360,70691
04/10/2016,2016,10,4,3842,STN,REU,STN-REU,111,4860,151,60,780,64433
04/10/2016,2016,10,4,3902,MLA,BHX,MLA-BHX,198,9040,179,99,1280,70909
04/10/2016,2016,10,4,3951,RBA,CIA,RBA-CIA,153,6430,185,(null),(null),67734
04/10/2016,2016,10,4,4009,RAK,SVQ,RAK-SVQ,68,2710,167,52,680,62982
04/10/2016,2016,10,4,4022,WMI,EIN,WMI-EIN,88,3619,174,31,410,63743
04/10/2016,2016,10,4,4051,FAO,MAN,FAO-MAN,153,6703,183,106,1380,68786
04/10/2016,2016,10,4,4052,MAN,FAO,MAN-FAO,157,6839,161,59,770,66755
04/10/2016,2016,10,4,4054,WMI,EMA,WMI-EMA,132,5547,172,26,340,65703
04/10/2016,2016,10,4,4198,STN,BGY,STN-BGY,91,3904,151,20,260,62800
04/10/2016,2016,10,4,4199,BGY,STN,BGY-STN,106,4510,169,32,420,64215
04/10/2016,2016,10,4,4322,KRK,BLQ,KRK-BLQ,88,3380,162,22,290,61349
04/10/2016,2016,10,4,4326,BRI,BLQ,BRI-BLQ,67,3027,176,15,200,62800
04/10/2016,2016,10,4,4331,TFS,MAN,TFS-MAN,234,10544,175,93,1210,71925
04/10/2016,2016,10,4,4503,LIL,OPO,LIL-OPO,122,4920,138,21,270,62056
04/10/2016,2016,10,4,4504,LPA,KRK,LPA-KRK,296,12170,168,51,660,73340
04/10/2016,2016,10,4,4525,BGY,CRL,BGY-CRL,72,3108,158,15,220,62292
04/10/2016,2016,10,4,4631,BGY,VLC,BGY-VLC,98,4080,170,32,410,64342
04/10/2016,2016,10,4,4635,BGY,SVQ,BGY-SVQ,134,5840,180,57,750,67136
04/10/2016,2016,10,4,4703,OPO,BGY,OPO-BGY,129,5540,185,48,630,66864
04/10/2016,2016,10,4,4705,BRI,BGY,BRI-BGY,80,3500,179,26,340,64215
04/10/2016,2016,10,4,4722,BGY,BLL,BGY-BLL,106,4380,155,78,1020,64034
04/10/2016,2016,10,4,4756,ACE,BRS,ACE-BRS,204,8789,154,66,860,67843
04/10/2016,2016,10,4,4792,BGY,SDR,BGY-SDR,111,4952,161,33,430,64868
04/10/2016,2016,10,4,4852,FCO,CTA,FCO-CTA,50,2530,158,23,300,64179
04/10/2016,2016,10,4,4878,CAG,CIA,CAG-CIA,44,1950,171,10,130,61168
04/10/2016,2016,10,4,4904,FCO,PMO,FCO-PMO,39,2210,168,31,400,61839
04/10/2016,2016,10,4,4906,FCO,PMO,FCO-PMO,41,2190,175,29,380,65068
04/10/2016,2016,10,4,4916,PMO,TRN,PMO-TRN,84,3873,178,27,350,64523
04/10/2016,2016,10,4,5012,BVA,PSR,BVA-PSR,98,3886,140,34,440,60805
04/10/2016,2016,10,4,5050,TSF,SUF,TSF-SUF,69,3290,171,13,170,66464
04/10/2016,2016,10,4,5082,PFO,SKG,PFO-SKG,100,4460,169,26,340,64777
04/10/2016,2016,10,4,5083,SKG,PFO,SKG-PFO,90,3900,168,35,460,63508
04/10/2016,2016,10,4,5112,ZAD,NYO,ZAD-NYO,153,6649,179,52,680,68097
04/10/2016,2016,10,4,5173,BLL,STN,BLL-STN,75,3130,167,45,580,63036
04/10/2016,2016,10,4,5178,STN,BLL,STN-BLL,71,3330,171,48,620,64324
04/10/2016,2016,10,4,5185,PMI,FKB,PMI-FKB,106,4566,180,61,790,65721
04/10/2016,2016,10,4,5205,CGN,MLA,CGN-MLA,136,5649,173,77,1000,65848
04/10/2016,2016,10,4,5215,BRI,HHN,BRI-HHN,111,5270,182,69,900,66864
04/10/2016,2016,10,4,5318,SCQ,MAD,SCQ-MAD,56,2535,178,(null),(null),64143
04/10/2016,2016,10,4,5355,IBZ,MAD,IBZ-MAD,50,2400,171,31,400,61766
04/10/2016,2016,10,4,5483,OPO,MAD,OPO-MAD,50,2350,172,37,480,64070
04/10/2016,2016,10,4,5712,HHN,FAO,HHN-FAO,168,7390,185,110,1440,69802
04/10/2016,2016,10,4,5713,FAO,HHN,FAO-HHN,159,6970,174,96,1250,68569
04/10/2016,2016,10,4,5774,DUB,GLA,DUB-GLA,33,1730,151,36,468,59408
04/10/2016,2016,10,4,5798,SKG,HHN,SKG-HHN,139,6180,182,53,690,66954
04/10/2016,2016,10,4,6012,NDR,MRS,NDR-MRS,97,4390,176,(null),(null),64977
04/10/2016,2016,10,4,6073,TPS,FCO,TPS-FCO,50,2240,177,14,180,61802
04/10/2016,2016,10,4,6099,RYG,CRL,RYG-CRL,91,3690,180,47,610,63562
04/10/2016,2016,10,4,6131,WMI,FUE,WMI-FUE,310,12660,176,(null),(null),74120
04/10/2016,2016,10,4,6153,PIK,ACE,PIK-ACE,254,11060,178,94,1230,72306
04/10/2016,2016,10,4,6216,NRN,PMI,NRN-PMI,117,5090,185,96,1250,66610
04/10/2016,2016,10,4,6217,PMI,NRN,PMI-NRN,126,5619,175,63,820,66809
04/10/2016,2016,10,4,6267,BCN,EDI,BCN-EDI,141,6331,169,75,980,66301
04/10/2016,2016,10,4,6272,CHQ,CRL,CHQ-CRL,200,8426,175,65,840,69167
04/10/2016,2016,10,4,6300,SOF,ATH,SOF-ATH,59,2580,120,(null),(null),58664
04/10/2016,2016,10,4,6304,BGY,BCN,BGY-BCN,78,3424,173,40,520,63308
04/10/2016,2016,10,4,6321,VLL,BCN,VLL-BCN,57,2580,174,12,160,62437
04/10/2016,2016,10,4,6374,BCN,BVA,BCN-BVA,111,4700,151,16,210,63381
04/10/2016,2016,10,4,6399,SVQ,BCN,SVQ-BCN,80,3450,176,48,630,64179
04/10/2016,2016,10,4,6458,CRL,VNO,CRL-VNO,131,5780,174,56,310,65957
04/10/2016,2016,10,4,6601,EMA,PMI,EMA-PMI,128,5200,130,51,670,61766
04/10/2016,2016,10,4,6654,EDI,BOD,EDI-BOD,110,4670,143,35,460,62836
04/10/2016,2016,10,4,6674,NOC,LPL,NOC-LPL,47,1870,118,20,260,56379
04/10/2016,2016,10,4,6695,EDI,MLA,EDI-MLA,213,9350,182,126,1640,72269
04/10/2016,2016,10,4,6702,IBZ,BLQ,IBZ-BLQ,90,3740,179,42,550,64306
04/10/2016,2016,10,4,6763,TFS,BOH,TFS-BOH,216,9102,161,105,1370,69095
04/10/2016,2016,10,4,6877,KRK,BGY,KRK-BGY,88,3540,166,19,240,62855
04/10/2016,2016,10,4,6902,CRL,GRO,CRL-GRO,82,3400,118,29,320,59027
04/10/2016,2016,10,4,6936,PSA,SUF,PSA-SUF,61,2943,178,12,160,64034
04/10/2016,2016,10,4,6944,BCN,WMI,BCN-WMI,166,7390,178,45,590,71326
04/10/2016,2016,10,4,6945,WMI,BCN,WMI-BCN,168,6826,171,32,420,67081
04/10/2016,2016,10,4,6953,PIK,FUE,PIK-FUE,259,11010,173,134,1360,72215
04/10/2016,2016,10,4,6991,MAD,BGY,MAD-BGY,108,4600,167,40,520,64088
04/10/2016,2016,10,4,7033,FAO,DUB,FAO-DUB,144,6630,180,79,1030,68859
04/10/2016,2016,10,4,7035,FAO,DUB,FAO-DUB,148,6820,182,87,1130,69766
04/10/2016,2016,10,4,7068,CIA,SKG,CIA-SKG,73,3280,162,15,200,63344
04/10/2016,2016,10,4,7070,BCN,FCO,BCN-FCO,68,3020,156,13,170,61911
04/10/2016,2016,10,4,7157,MAD,DUB,MAD-DUB,114,5429,173,32,420,65503
04/10/2016,2016,10,4,7197,PMI,HAM,PMI-HAM,153,6810,178,100,1300,68424
04/10/2016,2016,10,4,7210,IBZ,VLC,IBZ-VLC,25,1260,162,18,230,61095
04/10/2016,2016,10,4,7236,BVA,ZAZ,BVA-ZAZ,87,3550,152,23,300,62075
04/10/2016,2016,10,4,7257,MAD,DUB,MAD-DUB,119,5500,185,61,790,67988
04/10/2016,2016,10,4,7318,DUB,LEI,DUB-LEI,171,7670,182,122,1586,71979
04/10/2016,2016,10,4,7324,BGY,MLA,BGY-MLA,90,4154,171,48,630,64832
04/10/2016,2016,10,4,7343,CIA,PIK,CIA-PIK,177,7519,166,43,560,67009
04/10/2016,2016,10,4,7451,BGY,CTA,BGY-CTA,80,3360,184,29,370,65902
04/10/2016,2016,10,4,7495,GLA,STN,GLA-STN,66,2940,177,35,450,63780
04/10/2016,2016,10,4,7498,STN,GLA,STN-GLA,55,2380,132,17,220,58737
04/10/2016,2016,10,4,7523,EIN,ALC,EIN-ALC,135,5940,178,57,740,66737
04/10/2016,2016,10,4,7621,KUN,CPH,KUN-CPH,73,3080,157,21,280,61422
04/10/2016,2016,10,4,7623,RZE,EMA,RZE-EMA,146,6222,179,25,320,66229
04/10/2016,2016,10,4,7742,GLA,LDY,GLA-LDY,34,1610,116,12,160,58138
04/10/2016,2016,10,4,7794,BLQ,MLA,BLQ-MLA,88,3710,177,52,676,64614
04/10/2016,2016,10,4,8062,BHX,CFU,BHX-CFU,166,6920,143,59,810,65666
04/10/2016,2016,10,4,8116,NUE,STN,NUE-STN,76,3330,177,71,930,65811
04/10/2016,2016,10,4,8146,AGP,IBZ,AGP-IBZ,59,2610,174,45,590,63344
04/10/2016,2016,10,4,8226,AHO,BTS,AHO-BTS,95,4132,184,58,754,65013
04/10/2016,2016,10,4,8321,STN,VLC,STN-VLC,127,5370,133,35,460,62202
04/10/2016,2016,10,4,8358,MAN,BUD,MAN-BUD,142,6340,180,(null),(null),67771
04/10/2016,2016,10,4,8367,BUD,MAD,BUD-MAD,172,7600,177,33,430,69748
04/10/2016,2016,10,4,8382,STN,ALC,STN-ALC,138,5890,159,(null),(null),65285
04/10/2016,2016,10,4,8388,STN,ZAD,STN-ZAD,121,4617,94,28,360,58592
04/10/2016,2016,10,4,8404,BRQ,STN,BRQ-STN,104,4200,180,42,550,65630
04/10/2016,2016,10,4,8416,CRL,BUD,CRL-BUD,105,4670,163,45,290,63979
04/10/2016,2016,10,4,8446,BUD,STN,BUD-STN,130,5764,175,32,420,66174
04/10/2016,2016,10,4,8451,NYO,GDN,NYO-GDN,48,1880,61,6,80,52660
04/10/2016,2016,10,4,8492,OPO,HHN,OPO-HHN,130,5710,182,47,610,67607
04/10/2016,2016,10,4,8493,HHN,STN,HHN-STN,60,2530,151,29,370,60732
04/10/2016,2016,10,4,8557,SXF,DUB,SXF-DUB,119,5202,178,71,920,67716
04/10/2016,2016,10,4,8584,STN,RHO,STN-RHO,208,8970,142,74,960,67535
04/10/2016,2016,10,4,8591,RYG,WRO,RYG-WRO,78,3601,169,29,380,63090
04/10/2016,2016,10,4,8639,PEG,TPS,PEG-TPS,62,2770,148,20,260,60714
04/10/2016,2016,10,4,8709,BVA,BRI,BVA-BRI,120,4649,129,22,280,60950
04/10/2016,2016,10,4,8715,TRN,BRI,TRN-BRI,72,3530,183,6,80,67335
04/10/2016,2016,10,4,8729,STN,MXP,STN-MXP,94,4118,164,48,620,63544
04/10/2016,2016,10,4,8730,MXP,CIY,MXP-CIY,94,4240,175,21,280,68151
04/10/2016,2016,10,4,8747,LRH,STN,LRH-STN,70,2870,126,32,410,59009
04/10/2016,2016,10,4,8803,AGP,CGN,AGP-CGN,160,6975,179,98,1270,69204
04/10/2016,2016,10,4,8827,TRN,BDS,TRN-BDS,77,3352,175,18,230,63490
04/10/2016,2016,10,4,8829,TSF,BDS,TSF-BDS,65,3030,173,29,380,65467
04/10/2016,2016,10,4,8833,EIN,BDS,EIN-BDS,126,5420,153,43,560,67118
04/10/2016,2016,10,4,8877,RAK,PSA,RAK-PSA,172,7424,189,48,630,68224
04/10/2016,2016,10,4,8973,RYG,POZ,RYG-POZ,74,3080,149,34,440,60714
04/10/2016,2016,10,4,9014,STN,BCN,STN-BCN,108,4330,131,47,610,60787
04/10/2016,2016,10,4,9022,WMI,ATH,WMI-ATH,142,5383,92,20,260,58846
04/10/2016,2016,10,4,9064,ALC,BGY,ALC-BGY,104,4472,163,27,350,63616
04/10/2016,2016,10,4,9067,BLL,ALC,BLL-ALC,167,6544,161,61,800,65449
04/10/2016,2016,10,4,9078,ALC,LBA,ALC-LBA,144,6335,178,38,490,66864
04/10/2016,2016,10,4,9084,ALC,EMA,ALC-EMA,142,6261,183,55,720,67208
04/10/2016,2016,10,4,9086,ALC,GOT,ALC-GOT,213,9030,171,45,590,68950
04/10/2016,2016,10,4,9092,TPS,BGY,TPS-BGY,86,3770,180,13,170,64433
04/10/2016,2016,10,4,9124,EIN,GRO,EIN-GRO,95,4030,158,46,600,63308
04/10/2016,2016,10,4,9138,OPO,DLE,OPO-DLE,112,5010,176,31,400,67625
04/10/2016,2016,10,4,9185,EMA,ALC,EMA-ALC,142,5580,155,54,710,64034
04/10/2016,2016,10,4,9253,STN,IBZ,STN-IBZ,128,5370,141,56,730,65539
04/10/2016,2016,10,4,9407,EMA,IBZ,EMA-IBZ,139,5810,136,46,600,63870
04/10/2016,2016,10,4,9424,FCO,CFU,FCO-CFU,62,2730,97,17,220,56705
04/10/2016,2016,10,4,9425,CFU,FCO,CFU-FCO,75,3350,164,20,260,62982
04/10/2016,2016,10,4,9471,PSA,MAD,PSA-MAD,114,5160,160,30,390,65285
04/10/2016,2016,10,4,9474,MAD,PSA,MAD-PSA,100,4263,173,15,200,64052
04/10/2016,2016,10,4,9542,STN,FAO,STN-FAO,158,6780,166,86,1120,67607
04/10/2016,2016,10,4,9543,FAO,STN,FAO-STN,152,6680,180,68,890,67607
04/10/2016,2016,10,4,9553,BHX,BCN,BHX-BCN,107,4510,174,(null),(null),64777
04/10/2016,2016,10,4,9636,BVA,CIA,BVA-CIA,92,3981,151,23,300,62093
04/10/2016,2016,10,4,9638,CIA,WRO,CIA-WRO,99,4308,182,60,780,66047
04/10/2016,2016,10,4,9666,FCO,SVQ,FCO-SVQ,140,5620,170,30,390,64923
04/10/2016,2016,10,4,9772,STN,FKB,STN-FKB,68,3220,185,40,520,67027
04/10/2016,2016,10,4,9849,CHQ,PSA,CHQ-PSA,132,5662,183,40,520,65975
04/10/2016,2016,10,4,9887,ALC,LPL,ALC-LPL,141,6185,170,69,900,66047
04/10/2016,2016,10,4,9907,PSA,DUB,PSA-DUB,156,6260,166,61,790,66791
04/10/2016,2016,10,4,9933,PSA,CAG,PSA-CAG,52,2500,161,24,310,61639
04/10/2016,2016,10,4,9943,ORK,ACE,ORK-ACE,214,9370,181,80,1040,71326
04/10/2016,2016,10,4,9966,MAD,PMO,MAD-PMO,126,5430,175,49,640,66737
04/10/2016,2016,10,4,9977,BVA,PSA,BVA-PSA,78,3538,165,32,420,62836
04/10/2016,2016,10,4,9992,PSA,MLA,PSA-MLA,76,3190,163,40,520,63925
04/10/2016,2016,10,4,9993,MLA,PSA,MLA-PSA,88,3830,172,27,350,63598
04/10/2016,2016,10,4,58,STN,NYO,STN-NYO,119,5261,167,33,430,66138
04/10/2016,2016,10,4,100,EMA,EMA,EMA-EMA,219,8720,(null),(null),(null),(null)
04/10/2016,2016,10,4,112,DUB,LGW,DUB-LGW,68,3240,161,29,377,63217
04/10/2016,2016,10,4,118,DUB,LGW,DUB-LGW,69,3020,161,47,611,62891
04/10/2016,2016,10,4,124,STN,AOI,STN-AOI,112,5150,145,21,270,65013
04/10/2016,2016,10,4,129,HAM,BCN,HAM-BCN,128,5440,180,78,(null),66573
04/10/2016,2016,10,4,144,SXF,STN,SXF-STN,84,3420,166,29,370,62183
04/10/2016,2016,10,4,183,SXF,CGN,SXF-CGN,47,2240,171,15,200,62419
04/10/2016,2016,10,4,186,CGN,SXF,CGN-SXF,57,2550,158,(null),(null),63344
04/10/2016,2016,10,4,187,SXF,CGN,SXF-CGN,50,2140,161,14,180,61131
04/10/2016,2016,10,4,199,BTS,SXF,BTS-SXF,59,2480,170,15,200,62038
04/10/2016,2016,10,4,212,STN,DUB,STN-DUB,54,2430,111,17,220,57866
